CustomerID,LastPurchase,FirstPurchase,Frequency,Monetary,Country,Recency,Tenure,AvgOrderValue,CancellationRate,Churned,R_Score,F_Score,M_Score,Segment,ChurnProbability
12392,2011-11-14 17:16:00,2011-03-09 10:10:00,21,6709.62,Ireland,26,250,319.51,0.0,0,4,4,5,Champions,0.759
12393,2011-11-29 10:14:00,2011-02-13 11:33:00,29,9170.0,France,11,288,316.21,0.0,0,5,5,5,Champions,0.0
12394,2011-11-12 10:00:00,2011-01-18 15:43:00,35,8903.98,United Kingdom,28,297,254.4,0.0,0,4,5,5,Champions,0.0
12395,2011-11-13 17:16:00,2011-02-10 14:46:00,18,5134.2,United Kingdom,27,276,285.23,0.0,0,4,4,4,Champions,0.0
12396,2011-11-16 12:38:00,2011-03-24 07:31:00,17,5420.02,Ireland,24,237,318.82,0.0487,0,4,4,4,Champions,0.65
12397,2011-11-23 07:26:00,2011-02-17 14:16:00,18,6002.32,Ireland,17,278,333.46,0.0714,0,4,4,4,Champions,0.0
12398,2011-11-11 14:44:00,2011-01-23 07:43:00,30,8518.38,Germany,29,292,283.95,0.0,0,4,5,5,Champions,0.0
12399,2011-11-28 07:03:00,2011-02-02 11:42:00,40,9890.8,United Kingdom,12,298,247.27,0.0,0,5,5,5,Champions,0.0
12400,2011-11-22 10:52:00,2011-02-13 10:42:00,29,8868.24,United Kingdom,18,282,305.8,0.0,0,4,5,5,Champions,0.0
12401,2011-11-30 08:16:00,2011-02-08 18:57:00,29,8977.34,United Kingdom,10,294,309.56,0.0843,0,5,5,5,Champions,0.0
12402,2011-12-03 13:32:00,2011-02-07 13:16:00,18,4064.33,Ireland,7,299,225.8,0.0,0,5,4,4,Champions,0.0
12403,2011-11-25 08:48:00,2011-02-08 08:46:00,38,10880.43,Netherlands,15,290,286.33,0.038,0,5,5,5,Champions,0.0
12404,2011-11-16 19:39:00,2011-01-20 09:26:00,36,8855.45,United Kingdom,24,300,245.98,0.0,0,4,5,5,Champions,0.0
12405,2011-11-16 11:27:00,2011-01-25 19:02:00,24,6258.81,Ireland,24,294,260.78,0.0,0,4,5,5,Champions,0.0
12406,2011-11-10 11:19:00,2011-01-14 14:41:00,38,8557.75,United Kingdom,30,299,225.2,0.0271,0,4,5,5,Champions,0.0
12407,2011-11-23 10:41:00,2011-01-31 12:04:00,20,5408.6,Germany,17,295,270.43,0.0238,0,4,4,4,Champions,0.0
12408,2011-11-16 16:19:00,2011-01-25 10:25:00,32,8586.92,United Kingdom,24,295,268.34,0.0,0,4,5,5,Champions,0.0
12409,2011-11-21 18:56:00,2011-02-23 11:23:00,19,5815.62,United Kingdom,19,271,306.09,0.0,0,4,4,4,Champions,0.55
12410,2011-12-06 14:16:00,2011-02-10 13:19:00,28,8335.47,France,4,299,297.7,0.0026,0,5,5,5,Champions,0.0
12411,2011-11-13 08:26:00,2011-02-11 11:54:00,18,6727.29,United Kingdom,27,274,373.74,0.0,0,4,4,5,Champions,0.0
12412,2011-11-19 12:37:00,2011-01-25 19:51:00,36,9527.53,United Kingdom,21,297,264.65,0.0596,0,4,5,5,Champions,0.0
12413,2011-12-09 17:39:00,2011-02-20 19:07:00,15,3481.23,Portugal,1,291,232.08,0.0899,0,5,4,4,Champions,0.0
12414,2011-12-05 12:12:00,2011-02-24 13:34:00,27,5654.87,United Kingdom,5,283,209.44,0.0,0,5,5,4,Champions,0.0
12415,2011-12-02 16:45:00,2011-02-08 17:56:00,32,8314.41,United Kingdom,8,296,259.83,0.0877,0,5,5,5,Champions,0.0
12416,2011-11-11 19:17:00,2011-01-16 11:48:00,32,8345.0,Ireland,29,299,260.78,0.0231,0,4,5,5,Champions,0.0
12417,2011-11-12 08:57:00,2011-01-18 19:15:00,37,9420.09,United Kingdom,28,297,254.6,0.0835,0,4,5,5,Champions,0.0
12418,2011-12-06 10:43:00,2011-02-21 19:36:00,19,5321.0,United Kingdom,4,287,280.05,0.0297,0,5,4,4,Champions,0.0
12419,2011-12-06 11:23:00,2011-02-09 11:35:00,32,7185.98,United Kingdom,4,299,224.56,0.0,0,5,5,5,Champions,0.0
12420,2011-12-03 09:45:00,2011-02-10 17:06:00,26,6632.06,United Kingdom,7,295,255.08,0.0123,0,5,5,5,Champions,0.0
12421,2011-11-21 07:26:00,2011-02-04 18:37:00,30,7140.07,United Kingdom,19,289,238.0,0.0526,0,4,5,5,Champions,0.0
12422,2011-11-27 16:24:00,2011-02-01 11:43:00,35,8452.27,France,13,299,241.49,0.0262,0,5,5,5,Champions,0.0
12423,2011-12-04 12:16:00,2011-02-10 17:45:00,21,4403.5,Portugal,6,296,209.69,0.0642,0,5,4,4,Champions,0.0
12424,2011-11-17 07:12:00,2011-01-29 14:30:00,28,7661.81,United Kingdom,23,291,273.64,0.0,0,4,5,5,Champions,0.0
12425,2011-12-08 13:11:00,2011-02-11 11:05:00,34,8669.47,United Kingdom,2,300,254.98,0.0,0,5,5,5,Champions,0.0
12426,2011-11-22 17:10:00,2011-02-06 09:56:00,19,6306.36,Ireland,18,289,331.91,0.0,0,4,4,5,Champions,0.0
12427,2011-12-03 12:32:00,2011-03-05 12:06:00,16,4409.26,United Kingdom,7,273,275.58,0.0,0,5,4,4,Champions,0.0
12428,2011-11-25 18:34:00,2011-02-10 13:42:00,31,6976.89,United Kingdom,15,288,225.06,0.0425,0,5,5,5,Champions,0.0
12429,2011-11-17 18:42:00,2011-01-25 18:40:00,37,10558.83,United Kingdom,23,296,285.37,0.038,0,4,5,5,Champions,0.0
12430,2011-12-07 14:18:00,2011-03-17 07:49:00,15,3422.45,United Kingdom,3,265,228.16,0.0309,0,5,4,4,Champions,0.014
12431,2011-11-23 18:21:00,2011-02-01 08:49:00,22,5014.67,Spain,17,295,227.94,0.0615,0,4,4,4,Champions,0.0
12432,2011-11-24 19:08:00,2011-02-03 09:05:00,19,5235.3,United Kingdom,16,294,275.54,0.0,0,5,4,4,Champions,0.0
12433,2011-11-30 18:33:00,2011-02-06 17:20:00,20,5337.18,United Kingdom,10,297,266.86,0.0,0,5,4,4,Champions,0.0
12434,2011-11-16 16:08:00,2011-01-27 10:50:00,39,9376.32,Ireland,24,293,240.42,0.0,0,4,5,5,Champions,0.0
12435,2011-11-26 12:50:00,2011-01-31 13:58:00,20,5565.07,United Kingdom,14,298,278.25,0.0,0,5,4,4,Champions,0.0
12436,2011-11-22 11:47:00,2011-01-28 08:30:00,31,8613.72,United Kingdom,18,298,277.86,0.0,0,4,5,5,Champions,0.0
12437,2011-11-19 09:11:00,2011-01-25 11:32:00,16,4107.42,United Kingdom,21,297,256.71,0.0,0,4,4,4,Champions,0.0
12438,2011-12-09 16:50:00,2011-02-15 12:00:00,37,9130.54,United Kingdom,1,297,246.77,0.0333,0,5,5,5,Champions,0.0
12439,2011-11-11 18:14:00,2011-01-16 13:39:00,30,7200.07,United Kingdom,29,299,240.0,0.0,0,4,5,5,Champions,0.0
12440,2011-11-09 16:11:00,2011-01-16 15:32:00,40,10373.04,Belgium,31,297,259.33,0.0,0,4,5,5,Champions,0.0
12441,2011-11-16 15:44:00,2011-02-17 08:55:00,36,9896.3,United Kingdom,24,272,274.9,0.0209,0,4,5,5,Champions,0.0
12442,2011-11-10 14:35:00,2011-01-23 09:23:00,16,4005.17,United Kingdom,30,291,250.32,0.0861,0,4,4,4,Champions,0.0
12443,2011-11-18 10:48:00,2011-01-31 11:55:00,32,7919.65,United Kingdom,22,290,247.49,0.0312,0,4,5,5,Champions,0.0
12444,2011-11-17 17:37:00,2011-01-21 14:24:00,25,6478.97,United Kingdom,23,300,259.16,0.0519,0,4,5,5,Champions,0.0
12445,2011-11-13 13:41:00,2011-02-17 17:09:00,30,7002.03,United Kingdom,27,268,233.4,0.0,0,4,5,5,Champions,0.014
12446,2011-11-24 17:53:00,2011-01-28 14:39:00,27,7168.51,France,16,300,265.5,0.079,0,5,5,5,Champions,0.0
12447,2011-11-21 11:22:00,2011-01-28 12:07:00,25,6644.92,United Kingdom,19,296,265.8,0.0923,0,4,5,5,Champions,0.0
12448,2011-11-10 15:29:00,2011-02-10 12:42:00,29,8372.24,Belgium,30,273,288.7,0.0327,0,4,5,5,Champions,0.0
12449,2011-12-03 14:13:00,2011-02-12 14:18:00,37,8743.07,Ireland,7,293,236.3,0.0245,0,5,5,5,Champions,0.0
12450,2011-11-10 07:21:00,2011-01-27 13:29:00,27,6484.62,Ireland,30,286,240.17,0.0,0,4,5,5,Champions,0.0
12451,2011-12-07 12:19:00,2011-02-12 10:00:00,22,4535.38,United Kingdom,3,298,206.15,0.0,0,5,4,4,Champions,0.0
12452,2011-11-29 16:40:00,2011-02-08 17:13:00,21,5824.64,United Kingdom,11,293,277.36,0.0296,0,5,4,4,Champions,0.0
12453,2011-11-26 10:03:00,2011-01-31 07:34:00,33,9699.54,France,14,299,293.93,0.0,0,5,5,5,Champions,0.0
12454,2011-11-11 10:59:00,2011-01-15 14:47:00,35,10168.04,United Kingdom,29,299,290.52,0.0043,0,4,5,5,Champions,0.0
12455,2011-11-20 08:53:00,2011-02-02 12:31:00,35,10122.66,Ireland,20,290,289.22,0.0686,0,4,5,5,Champions,0.0
12456,2011-11-06 16:29:00,2011-01-25 17:02:00,20,6290.47,United Kingdom,34,284,314.52,0.0096,0,3,4,5,Regular,0.0
12457,2011-12-03 15:06:00,2011-02-06 07:58:00,28,7931.07,Ireland,7,300,283.25,0.0434,0,5,5,5,Champions,0.0
12458,2011-11-27 09:56:00,2011-04-08 09:16:00,22,5754.39,United Kingdom,13,233,261.56,0.2044,0,5,4,4,Champions,0.65
12459,2011-11-12 10:30:00,2011-01-24 09:31:00,27,5885.52,United Kingdom,28,292,217.98,0.0,0,4,5,4,Champions,0.0
12460,2011-11-12 16:08:00,2011-01-28 10:46:00,27,7027.13,United Kingdom,28,288,260.26,0.0,0,4,5,5,Champions,0.0
12461,2011-11-13 17:25:00,2011-01-21 08:13:00,38,9863.84,United Kingdom,27,296,259.57,0.0,0,4,5,5,Champions,0.0
12462,2011-11-21 09:10:00,2011-02-18 14:48:00,28,6009.7,United Kingdom,19,275,214.63,0.0248,0,4,5,4,Champions,0.0
12463,2011-11-23 08:29:00,2011-02-01 13:46:00,15,4711.12,France,17,294,314.07,0.0,0,4,4,4,Champions,0.0
12464,2011-11-21 09:23:00,2011-01-25 09:19:00,39,10604.06,France,19,300,271.9,0.0,0,4,5,5,Champions,0.0
12465,2011-11-23 10:52:00,2011-02-12 19:16:00,26,6106.56,United Kingdom,17,283,234.87,0.0789,0,4,5,4,Champions,0.0
12466,2011-12-09 16:36:00,2011-02-14 14:14:00,29,8097.35,United Kingdom,1,298,279.22,0.066,0,5,5,5,Champions,0.0
12467,2011-11-18 09:51:00,2011-01-22 13:08:00,24,6707.19,Spain,22,299,279.47,0.0,0,4,5,5,Champions,0.0
12468,2011-11-24 07:29:00,2011-01-28 07:12:00,33,8343.26,France,16,300,252.83,0.011,0,5,5,5,Champions,0.0
12469,2011-11-09 07:09:00,2011-01-14 07:34:00,32,8948.92,United Kingdom,31,298,279.65,0.0211,0,4,5,5,Champions,0.0
12470,2011-11-25 17:35:00,2011-02-09 11:10:00,15,3515.42,Germany,15,289,234.36,0.0,0,5,4,4,Champions,0.0
12471,2011-12-08 13:27:00,2011-02-19 16:36:00,30,7020.29,Ireland,2,291,234.01,0.0,0,5,5,5,Champions,0.0
12472,2011-12-03 08:23:00,2011-02-15 15:51:00,25,5994.27,France,7,290,239.77,0.0,0,5,5,4,Champions,0.0
12473,2011-12-01 19:16:00,2011-02-09 09:17:00,36,9162.73,United Kingdom,9,295,254.52,0.0,0,5,5,5,Champions,0.0
12474,2011-12-02 17:48:00,2011-02-09 15:14:00,29,7540.23,United Kingdom,8,296,260.01,0.0,0,5,5,5,Champions,0.0
12475,2011-12-06 15:27:00,2011-02-11 19:34:00,23,7375.89,Netherlands,4,297,320.69,0.0452,0,5,4,5,Champions,0.0
12476,2011-11-22 19:25:00,2011-02-12 19:43:00,17,4319.13,United Kingdom,18,282,254.07,0.0,0,4,4,4,Champions,0.0
12477,2011-11-25 18:16:00,2011-02-07 16:49:00,39,10201.06,France,15,291,261.57,0.0,0,5,5,5,Champions,0.0
12478,2011-11-28 18:51:00,2011-02-01 09:28:00,16,4264.93,United Kingdom,12,300,266.56,0.0,0,5,4,4,Champions,0.0
12479,2011-11-23 19:54:00,2011-03-22 16:23:00,18,4876.68,United Kingdom,17,246,270.93,0.0381,0,4,4,4,Champions,0.447
12480,2011-12-06 08:17:00,2011-02-17 13:41:00,32,9783.42,United Kingdom,4,291,305.73,0.0,0,5,5,5,Champions,0.0
12481,2011-11-12 13:20:00,2011-01-16 19:39:00,20,6284.49,United Kingdom,28,299,314.22,0.0741,0,4,4,5,Champions,0.0
12482,2011-11-24 18:54:00,2011-02-11 19:26:00,16,4471.04,United Kingdom,16,285,279.44,0.0,0,5,4,4,Champions,0.0
12483,2011-12-09 14:56:00,2011-02-18 11:02:00,30,7530.32,Germany,1,294,251.01,0.0554,0,5,5,5,Champions,0.0
12484,2011-11-24 10:41:00,2011-02-15 13:08:00,30,8396.75,United Kingdom,16,281,279.89,0.0,0,5,5,5,Champions,0.0
12485,2011-11-13 13:06:00,2011-02-11 09:45:00,27,6963.37,United Kingdom,27,275,257.9,0.0,0,4,5,5,Champions,0.0
12486,2011-11-18 08:50:00,2011-01-27 11:12:00,34,8015.18,United Kingdom,22,294,235.74,0.0,0,4,5,5,Champions,0.0
12487,2011-11-16 14:41:00,2011-02-21 07:01:00,19,5442.33,United Kingdom,24,268,286.44,0.0,0,4,4,4,Champions,0.55
12488,2011-11-23 09:48:00,2011-01-29 07:50:00,36,10183.55,Portugal,17,298,282.88,0.0478,0,4,5,5,Champions,0.0
12489,2011-12-02 14:46:00,2011-02-14 11:39:00,28,7919.96,United Kingdom,8,291,282.86,0.0342,0,5,5,5,Champions,0.0
12490,2011-11-15 07:39:00,2011-01-20 13:46:00,22,7420.58,United Kingdom,25,298,337.3,0.0929,0,4,4,5,Champions,0.0
12491,2011-12-06 09:28:00,2011-02-19 12:13:00,29,7510.19,Spain,4,289,258.97,0.0515,0,5,5,5,Champions,0.0
12492,2011-11-15 09:13:00,2011-01-19 11:43:00,35,8809.0,United Kingdom,25,299,251.69,0.0302,0,4,5,5,Champions,0.0
12493,2011-11-14 16:36:00,2011-02-11 14:45:00,19,5591.78,United Kingdom,26,276,294.3,0.0,0,4,4,4,Champions,0.0
12494,2011-11-21 19:21:00,2011-01-27 17:09:00,30,9003.49,United Kingdom,19,298,300.12,0.011,0,4,5,5,Champions,0.0
12495,2011-11-21 17:00:00,2011-01-27 15:30:00,27,8696.41,United Kingdom,19,298,322.09,0.0,0,4,5,5,Champions,0.0
12496,2011-11-19 14:51:00,2011-01-29 14:08:00,27,5853.92,United Kingdom,21,294,216.81,0.0665,0,4,5,4,Champions,0.0
12497,2011-11-20 09:09:00,2011-02-11 14:04:00,16,4790.06,United Kingdom,20,281,299.38,0.0,0,4,4,4,Champions,0.0
12498,2011-11-21 14:52:00,2011-01-29 09:33:00,33,9010.84,United Kingdom,19,296,273.06,0.0138,0,4,5,5,Champions,0.0
12499,2011-12-01 09:16:00,2011-02-13 07:52:00,27,7959.46,United Kingdom,9,291,294.79,0.0469,0,5,5,5,Champions,0.0
12500,2011-11-19 14:40:00,2011-02-06 11:37:00,37,9881.97,Ireland,21,286,267.08,0.0,0,4,5,5,Champions,0.0
12501,2011-11-14 14:01:00,2011-01-18 12:43:00,22,5841.95,United Kingdom,26,300,265.54,0.0,0,4,4,4,Champions,0.0
12502,2011-11-25 15:36:00,2011-02-14 14:21:00,21,5432.44,United Kingdom,15,284,258.69,0.0,0,5,4,4,Champions,0.0
12503,2011-11-04 11:22:00,2011-01-28 09:15:00,31,9411.77,United Kingdom,36,280,303.61,0.0,0,3,5,5,Regular,0.0
12504,2011-12-09 12:24:00,2011-02-14 08:04:00,26,7527.05,Ireland,1,298,289.5,0.0223,0,5,5,5,Champions,0.0
12505,2011-11-24 18:15:00,2011-02-10 15:08:00,31,8969.07,United Kingdom,16,287,289.32,0.0,0,5,5,5,Champions,0.0
12506,2011-12-01 18:57:00,2011-02-08 10:56:00,18,5654.1,Netherlands,9,296,314.12,0.0489,0,5,4,4,Champions,0.0
12507,2011-12-05 10:40:00,2011-02-09 13:58:00,37,10956.28,United Kingdom,5,298,296.12,0.0312,0,5,5,5,Champions,0.0
12508,2011-11-17 18:09:00,2011-02-25 08:19:00,20,5144.72,United Kingdom,23,265,257.24,0.0,0,4,4,4,Champions,0.55
12509,2011-11-27 07:03:00,2011-01-31 13:20:00,23,5178.02,France,13,299,225.13,0.0,0,5,4,4,Champions,0.0
12510,2011-11-30 11:29:00,2011-02-20 08:07:00,16,4232.2,United Kingdom,10,283,264.51,0.0711,0,5,4,4,Champions,0.0
12511,2011-11-15 09:16:00,2011-01-29 07:47:00,17,4694.79,United Kingdom,25,290,276.16,0.0048,0,4,4,4,Champions,0.0
12512,2011-11-16 16:04:00,2011-01-26 15:05:00,24,6784.8,United Kingdom,24,294,282.7,0.0,0,4,5,5,Champions,0.0
12513,2011-11-10 11:37:00,2011-01-24 13:35:00,29,7248.2,United Kingdom,30,289,249.94,0.0,0,4,5,5,Champions,0.0
12514,2011-12-08 11:16:00,2011-02-12 16:50:00,35,8788.45,United Kingdom,2,298,251.1,0.0,0,5,5,5,Champions,0.0
12515,2011-12-07 16:48:00,2011-03-09 09:27:00,24,6529.32,United Kingdom,3,273,272.06,0.0,0,5,5,5,Champions,0.0
12516,2011-12-09 07:17:00,2011-02-22 10:53:00,36,9186.58,United Kingdom,1,289,255.18,0.0516,0,5,5,5,Champions,0.0
12517,2011-11-12 11:09:00,2011-01-18 12:09:00,25,6770.69,France,28,297,270.83,0.065,0,4,5,5,Champions,0.0
12518,2011-11-29 17:57:00,2011-02-02 12:25:00,15,3297.95,United Kingdom,11,300,219.86,0.0,0,5,4,4,Champions,0.0
12519,2011-11-30 07:59:00,2011-02-28 15:29:00,19,4459.53,United Kingdom,10,274,234.71,0.0,0,5,4,4,Champions,0.0
12520,2011-11-21 19:33:00,2011-03-06 19:22:00,31,7621.98,United Kingdom,19,260,245.87,0.0,0,4,5,5,Champions,0.447
12521,2011-11-19 15:56:00,2011-01-23 17:28:00,40,11873.51,Ireland,21,299,296.84,0.0,0,4,5,5,Champions,0.0
12522,2011-11-28 12:01:00,2011-02-16 18:17:00,38,11720.25,United Kingdom,12,284,308.43,0.0,0,5,5,5,Champions,0.0
12523,2011-11-30 07:45:00,2011-02-08 07:06:00,25,6330.83,United Kingdom,10,295,253.23,0.0,0,5,5,5,Champions,0.0
12524,2011-12-05 08:32:00,2011-02-27 14:16:00,37,11341.06,United Kingdom,5,280,306.52,0.0204,0,5,5,5,Champions,0.0
12525,2011-12-09 08:44:00,2011-02-25 10:18:00,19,4768.5,United Kingdom,1,286,250.97,0.1278,0,5,4,4,Champions,0.0
12526,2011-10-30 12:50:00,2011-02-01 13:11:00,19,4427.85,United Kingdom,41,270,233.04,0.0976,0,3,4,4,Regular,0.014
12527,2011-11-16 13:40:00,2011-01-29 13:55:00,35,8114.89,United Kingdom,24,290,231.85,0.0,0,4,5,5,Champions,0.0
12528,2011-12-05 15:58:00,2011-02-11 14:13:00,35,9696.94,United Kingdom,5,297,277.06,0.0,0,5,5,5,Champions,0.0
12529,2011-11-23 11:45:00,2011-02-18 10:28:00,23,6371.18,United Kingdom,17,278,277.01,0.0,0,4,4,5,Champions,0.0
12530,2011-11-22 18:09:00,2011-04-06 10:09:00,16,4141.51,Germany,18,230,258.84,0.0,0,4,4,4,Champions,0.65
12531,2011-10-07 11:35:00,2011-02-03 19:50:00,27,8747.37,Ireland,64,245,323.98,0.0415,0,3,5,5,Regular,0.931
12532,2011-12-05 07:39:00,2011-02-18 18:04:00,29,6522.99,United Kingdom,5,289,224.93,0.0,0,5,5,5,Champions,0.0
12533,2011-11-19 10:05:00,2011-01-24 18:12:00,21,5200.54,United Kingdom,21,298,247.64,0.0,0,4,4,4,Champions,0.0
12534,2011-11-26 18:02:00,2011-02-06 15:55:00,34,9997.19,France,14,293,294.04,0.0,0,5,5,5,Champions,0.0
12535,2011-11-17 14:49:00,2011-02-06 12:44:00,16,4765.75,United Kingdom,23,284,297.86,0.1385,0,4,4,4,Champions,0.0
12536,2011-11-12 11:00:00,2011-01-26 15:12:00,18,5591.38,Germany,28,289,310.63,0.0314,0,4,4,4,Champions,0.0
12537,2011-11-19 07:16:00,2011-01-29 19:18:00,38,9522.66,Germany,21,293,250.6,0.0,0,4,5,5,Champions,0.0
12538,2011-11-13 17:57:00,2011-01-25 16:31:00,35,9564.56,France,27,292,273.27,0.0,0,4,5,5,Champions,0.0
12539,2011-11-09 08:05:00,2011-02-23 17:36:00,24,7172.81,Spain,31,258,298.87,0.0,0,4,5,5,Champions,0.759
12540,2011-11-29 15:36:00,2011-02-06 18:46:00,38,10714.32,United Kingdom,11,295,281.96,0.0,0,5,5,5,Champions,0.0
12541,2011-11-20 16:55:00,2011-02-11 15:36:00,25,6403.66,United Kingdom,20,282,256.15,0.0,0,4,5,5,Champions,0.0
12542,2011-12-02 07:17:00,2011-02-06 19:47:00,33,7865.82,Portugal,8,298,238.36,0.0,0,5,5,5,Champions,0.0
